date,weekno,employee_id,name,status
01-04-2022,W 14,Atq -467,Cason David,WFO
01-04-2022,W 14,Atq -419,Kaylah Schultz,WFO
01-04-2022,W 14,Atq -335,Tori Shannon,WFO
01-04-2022,W 14,Atq -397,Grace Stone,WFO
01-04-2022,W 14,Atq -404,Ana Little,WFO
01-04-2022,W 14,Atq -436,Phoenix Brady,WFO
01-04-2022,W 14,Atq -441,Loki Lal,WFO
01-04-2022,W 14,Atq -366,Peter Pandey,WFO
01-04-2022,W 14,Atq -438,Mekhi Singleton,WFO
01-04-2022,W 14,Atq -398,Bo Cordova,WFO
01-04-2022,W 14,Atq -411,Nevaeh Waller,WFO
01-04-2022,W 14,Atq -462,Jarvis Singh,WFO
01-04-2022,W 14,Atq -406,Thanos Thakur,WFO
01-04-2022,W 14,Atq -396,Joel Cruz,WFH
01-04-2022,W 14,Atq -443,Lyric Bartlett,WFH
01-04-2022,W 14,Atq -430,Maximus Mckenzie,WFH
01-04-2022,W 14,Atq -382,Gustavo Ritter,WFH
01-04-2022,W 14,Atq -452,Ayanna Atkins,WFH
01-04-2022,W 14,Atq -485,Gregory Carr,WFH
01-04-2022,W 14,Atq -405,Chris Frye,WFH
01-04-2022,W 14,Atq -458,Jessie Carrillo,WO
01-04-2022,W 14,Atq -400,Chad Macias,WO
02-04-2022,W 14,Atq -437,Dallas Weeks,WO
02-04-2022,W 14,Atq -372,Miley Combs,WO
02-04-2022,W 14,Atq -369,Greta Horton,WO
02-04-2022,W 14,Atq -374,Kaley Fitzpatrick,WO
02-04-2022,W 14,Atq -470,Jovani Pope,WO
02-04-2022,W 14,Atq -455,Caylee Meadows,WO
02-04-2022,W 14,Atq -385,Finnegan Gilbert,WO
02-04-2022,W 14,Atq -387,Konner Henson,WO
02-04-2022,W 14,Atq -430,Maximus Mckenzie,WO
02-04-2022,W 14,Atq -443,Andrew Cummings,WO
02-04-2022,W 14,Atq -461,Josh Sharp,WO
02-04-2022,W 14,Atq -453,Nehemiah Diaz,WO
02-04-2022,W 14,Atq -376,Dominique Benjamin,WO
02-04-2022,W 14,Atq -418,Hillary Kirk,WO
02-04-2022,W 14,Atq -373,Isiah Small,WO
02-04-2022,W 14,Atq -382,Gustavo Ritter,WO
02-04-2022,W 14,Atq -408,Nick Orozco,WO
02-04-2022,W 14,Atq -418,Marquis Wyatt,WO
02-04-2022,W 14,Atq -414,Titus Andersen,WO
02-04-2022,W 14,Atq -403,Will Mahoney,WO
02-04-2022,W 14,Atq -393,Emma Freeman,WO
02-04-2022,W 14,Atq -367,Briley Orr,WO
02-04-2022,W 14,Atq -452,Ayanna Atkins,WO
02-04-2022,W 14,Atq -485,Gregory Carr,WO
02-04-2022,W 14,Atq -421,Rylee Mullins,WO
02-04-2022,W 14,Atq -432,Ryann Guerrero,WO
02-04-2022,W 14,Atq -484,Demarcus Gordon,WO
02-04-2022,W 14,Atq -428,Ciara Allison,WO
02-04-2022,W 14,Atq -467,Esperanza Irwin,WO
02-04-2022,W 14,Atq -396,Karma Reeves,WO
02-04-2022,W 14,Atq -472,Cristofer Bernard,WO
02-04-2022,W 14,Atq -412,Tucker Austin,WO
02-04-2022,W 14,Atq -398,Salvatore Hendrix,WO
02-04-2022,W 14,Atq -484,Adyson Moyer,WO
02-04-2022,W 14,Atq -385,Jase Ingram,WO
02-04-2022,W 14,Atq -456,Adriel Pace,WO
02-04-2022,W 14,Atq -375,Kenley Marsh,WO
02-04-2022,W 14,Atq -475,London Kim,WO
02-04-2022,W 14,Atq -405,Chris Frye,WO
02-04-2022,W 14,Atq -426,Roman Colon,WO
02-04-2022,W 14,Atq -331,Jonah Hamilton,WO
02-04-2022,W 14,Atq -435,Dean Mclaughlin,WO
02-04-2022,W 14,Atq -348,Weston Horton,WO
02-04-2022,W 14,Atq -468,Xiomara Ruiz,WO
02-04-2022,W 14,Atq -368,Macie Callahan,WO
02-04-2022,W 14,Atq -475,Rey Novak,WO
02-04-2022,W 14,Atq -375,Hailee Fitzpatrick,WO
02-04-2022,W 14,Atq -433,Jayce Fuentes,WO
02-04-2022,W 14,Atq -370,Ella Roth,WO
02-04-2022,W 14,Atq -423,Rodrigo Price,WO
02-04-2022,W 14,Atq -438,Miles Fields,WO
02-04-2022,W 14,Atq -349,Trystan Ortega,WO
02-04-2022,W 14,Atq -459,Iris Woodard,WO
02-04-2022,W 14,Atq -396,Joel Cruz,WO
02-04-2022,W 14,Atq -393,Janelle Raymond,WO
02-04-2022,W 14,Atq -419,Faith Hamilton,WO
02-04-2022,W 14,Atq -446,April Ayers,WO
02-04-2022,W 14,Atq -334,Boston Morse,WO
02-04-2022,W 14,Atq -343,Myla Klein,WO
02-04-2022,W 14,Atq -335,Madelynn Gray,WO
02-04-2022,W 14,Atq -440,Mckayla Parker,WO
02-04-2022,W 14,Atq -405,Sofia Solis,WO
02-04-2022,W 14,Atq -450,Miya Hampton,WO
02-04-2022,W 14,Atq -467,Cason David,WO
02-04-2022,W 14,Atq -419,Kaylah Schultz,WO
02-04-2022,W 14,Atq -443,Lyric Bartlett,WO
02-04-2022,W 14,Atq -335,Tori Shannon,WO
02-04-2022,W 14,Atq -397,Grace Stone,WO
02-04-2022,W 14,Atq -404,Ana Little,WO
02-04-2022,W 14,Atq -436,Phoenix Brady,WO
02-04-2022,W 14,Atq -441,Loki Lal,WO
02-04-2022,W 14,Atq -366,Peter Pandey,WO
02-04-2022,W 14,Atq -438,Mekhi Singleton,WO
02-04-2022,W 14,Atq -398,Bo Cordova,WO
02-04-2022,W 14,Atq -411,Nevaeh Waller,WO
02-04-2022,W 14,Atq -462,Jarvis Singh,WO
02-04-2022,W 14,Atq -406,Thanos Thakur,WO
02-04-2022,W 15,Atq -472,Cristofer Bernard,WO
02-04-2022,W 15,Atq -412,Tucker Austin,WO
02-04-2022,W 15,Atq -398,Salvatore Hendrix,WO
02-04-2022,W 15,Atq -484,Adyson Moyer,WO
03-04-2022,W 15,Atq -385,Jase Ingram,WO
03-04-2022,W 15,Atq -456,Adriel Pace,WO
03-04-2022,W 15,Atq -375,Kenley Marsh,WO
03-04-2022,W 15,Atq -475,London Kim,WO
03-04-2022,W 15,Atq -405,Chris Frye,WO
03-04-2022,W 15,Atq -426,Roman Colon,WO
03-04-2022,W 15,Atq -331,Jonah Hamilton,WO
03-04-2022,W 15,Atq -435,Dean Mclaughlin,WO
03-04-2022,W 15,Atq -348,Weston Horton,WO
03-04-2022,W 15,Atq -468,Xiomara Ruiz,WO
03-04-2022,W 15,Atq -368,Macie Callahan,WO
03-04-2022,W 15,Atq -475,Rey Novak,WO
03-04-2022,W 15,Atq -375,Hailee Fitzpatrick,WO
03-04-2022,W 15,Atq -433,Jayce Fuentes,WO
03-04-2022,W 15,Atq -370,Ella Roth,WO
03-04-2022,W 15,Atq -423,Rodrigo Price,WO
03-04-2022,W 15,Atq -438,Miles Fields,WO
03-04-2022,W 15,Atq -349,Trystan Ortega,WO
03-04-2022,W 15,Atq -459,Iris Woodard,WO
03-04-2022,W 15,Atq -396,Joel Cruz,WO
03-04-2022,W 15,Atq -393,Janelle Raymond,WO
03-04-2022,W 15,Atq -419,Faith Hamilton,WO
03-04-2022,W 15,Atq -446,April Ayers,WO
03-04-2022,W 15,Atq -334,Boston Morse,WO
03-04-2022,W 15,Atq -343,Myla Klein,WO
03-04-2022,W 15,Atq -335,Madelynn Gray,WO
03-04-2022,W 15,Atq -440,Mckayla Parker,WO
03-04-2022,W 15,Atq -405,Sofia Solis,WO
03-04-2022,W 15,Atq -450,Miya Hampton,WO
03-04-2022,W 15,Atq -467,Cason David,WO
03-04-2022,W 15,Atq -419,Kaylah Schultz,WO
03-04-2022,W 15,Atq -443,Lyric Bartlett,WO
03-04-2022,W 15,Atq -335,Tori Shannon,WO
03-04-2022,W 15,Atq -397,Grace Stone,WO
03-04-2022,W 15,Atq -404,Ana Little,WO
03-04-2022,W 15,Atq -436,Phoenix Brady,WO
03-04-2022,W 15,Atq -441,Loki Lal,WO
03-04-2022,W 15,Atq -366,Peter Pandey,WO
03-04-2022,W 15,Atq -438,Mekhi Singleton,WO
03-04-2022,W 15,Atq -398,Bo Cordova,WO
03-04-2022,W 15,Atq -411,Nevaeh Waller,WO
03-04-2022,W 15,Atq -462,Jarvis Singh,WO
03-04-2022,W 15,Atq -406,Thanos Thakur,WO
03-04-2022,W 15,Atq -458,Jessie Carrillo,WO
03-04-2022,W 15,Atq -400,Chad Macias,WO
03-04-2022,W 15,Atq -437,Dallas Weeks,WO
03-04-2022,W 15,Atq -372,Miley Combs,WO
03-04-2022,W 15,Atq -369,Greta Horton,WO
03-04-2022,W 15,Atq -374,Kaley Fitzpatrick,WO
03-04-2022,W 15,Atq -470,Jovani Pope,WO
03-04-2022,W 15,Atq -455,Caylee Meadows,WO
03-04-2022,W 15,Atq -385,Finnegan Gilbert,WO
03-04-2022,W 15,Atq -387,Konner Henson,WO
03-04-2022,W 15,Atq -430,Maximus Mckenzie,WO
03-04-2022,W 15,Atq -443,Andrew Cummings,WO
03-04-2022,W 15,Atq -461,Josh Sharp,WO
03-04-2022,W 15,Atq -453,Nehemiah Diaz,WO
03-04-2022,W 15,Atq -376,Dominique Benjamin,WO
03-04-2022,W 15,Atq -418,Hillary Kirk,WO
03-04-2022,W 15,Atq -373,Isiah Small,WO
03-04-2022,W 15,Atq -382,Gustavo Ritter,WO
03-04-2022,W 15,Atq -408,Nick Orozco,WO
03-04-2022,W 15,Atq -418,Marquis Wyatt,WO
03-04-2022,W 15,Atq -414,Titus Andersen,WO
03-04-2022,W 15,Atq -403,Will Mahoney,WO
03-04-2022,W 15,Atq -393,Emma Freeman,WO
03-04-2022,W 15,Atq -367,Briley Orr,WO
03-04-2022,W 15,Atq -452,Ayanna Atkins,WO
03-04-2022,W 15,Atq -485,Gregory Carr,WO
03-04-2022,W 15,Atq -421,Rylee Mullins,WO
03-04-2022,W 15,Atq -432,Ryann Guerrero,WO
03-04-2022,W 15,Atq -484,Demarcus Gordon,WO
03-04-2022,W 15,Atq -428,Ciara Allison,WO
03-04-2022,W 15,Atq -467,Esperanza Irwin,WO
03-04-2022,W 15,Atq -396,Karma Reeves,WO
03-04-2022,W 15,Atq -458,Jessie Carrillo,WFO
03-04-2022,W 15,Atq -400,Chad Macias,WFO
03-04-2022,W 15,Atq -437,Dallas Weeks,WFO
03-04-2022,W 15,Atq -372,Miley Combs,WFO
03-04-2022,W 15,Atq -369,Greta Horton,WFO
04-04-2022,W 15,Atq -374,Kaley Fitzpatrick,WFO
04-04-2022,W 15,Atq -470,Jovani Pope,WFO
04-04-2022,W 15,Atq -455,Caylee Meadows,WFO
04-04-2022,W 15,Atq -385,Finnegan Gilbert,WFO
04-04-2022,W 15,Atq -387,Konner Henson,WFO
04-04-2022,W 15,Atq -443,Andrew Cummings,WFO
04-04-2022,W 15,Atq -453,Nehemiah Diaz,WFO
04-04-2022,W 15,Atq -376,Dominique Benjamin,WFO
04-04-2022,W 15,Atq -418,Hillary Kirk,WFO
04-04-2022,W 15,Atq -373,Isiah Small,WFO
04-04-2022,W 15,Atq -408,Nick Orozco,WFO
04-04-2022,W 15,Atq -418,Marquis Wyatt,WFO
04-04-2022,W 15,Atq -414,Titus Andersen,WFO
04-04-2022,W 15,Atq -403,Will Mahoney,WFO
04-04-2022,W 15,Atq -367,Briley Orr,WFO
04-04-2022,W 15,Atq -452,Ayanna Atkins,WFO
04-04-2022,W 15,Atq -421,Rylee Mullins,WFO
04-04-2022,W 15,Atq -432,Ryann Guerrero,WFO
04-04-2022,W 15,Atq -484,Demarcus Gordon,WFO
04-04-2022,W 15,Atq -428,Ciara Allison,WFO
04-04-2022,W 15,Atq -467,Esperanza Irwin,WFO
04-04-2022,W 15,Atq -396,Karma Reeves,WFO
04-04-2022,W 15,Atq -472,Cristofer Bernard,WFO
04-04-2022,W 15,Atq -412,Tucker Austin,WFO
04-04-2022,W 15,Atq -398,Salvatore Hendrix,WFO
04-04-2022,W 15,Atq -484,Adyson Moyer,WFO
04-04-2022,W 15,Atq -456,Adriel Pace,WFO
04-04-2022,W 15,Atq -375,Kenley Marsh,WFO
04-04-2022,W 15,Atq -475,London Kim,WFO
04-04-2022,W 15,Atq -405,Chris Frye,WFO
04-04-2022,W 15,Atq -426,Roman Colon,WFO
04-04-2022,W 15,Atq -435,Dean Mclaughlin,WFO
04-04-2022,W 15,Atq -348,Weston Horton,WFO
04-04-2022,W 15,Atq -468,Xiomara Ruiz,WFO
04-04-2022,W 15,Atq -368,Macie Callahan,WFO
04-04-2022,W 15,Atq -475,Rey Novak,WFO
04-04-2022,W 15,Atq -375,Hailee Fitzpatrick,WFO
04-04-2022,W 15,Atq -433,Jayce Fuentes,WFO
04-04-2022,W 15,Atq -370,Ella Roth,WFO
04-04-2022,W 15,Atq -423,Rodrigo Price,WFO
04-04-2022,W 15,Atq -438,Miles Fields,WFO
04-04-2022,W 15,Atq -349,Trystan Ortega,WFO
04-04-2022,W 15,Atq -459,Iris Woodard,WFO
04-04-2022,W 15,Atq -393,Janelle Raymond,WFO
04-04-2022,W 15,Atq -419,Faith Hamilton,WFO
04-04-2022,W 15,Atq -446,April Ayers,WFO
04-04-2022,W 15,Atq -334,Boston Morse,WFO
04-04-2022,W 15,Atq -343,Myla Klein,WFO
04-04-2022,W 15,Atq -335,Madelynn Gray,WFO
04-04-2022,W 15,Atq -440,Mckayla Parker,WFO
04-04-2022,W 15,Atq -405,Sofia Solis,WFO
04-04-2022,W 15,Atq -450,Miya Hampton,WFO
04-04-2022,W 15,Atq -419,Kaylah Schultz,WFO
04-04-2022,W 15,Atq -443,Lyric Bartlett,WFO
04-04-2022,W 15,Atq -335,Tori Shannon,WFO
04-04-2022,W 15,Atq -397,Grace Stone,WFO
04-04-2022,W 15,Atq -404,Ana Little,WFO
04-04-2022,W 15,Atq -436,Phoenix Brady,WFO
04-04-2022,W 15,Atq -441,Loki Lal,WFO
04-04-2022,W 15,Atq -366,Peter Pandey,WFO
04-04-2022,W 15,Atq -438,Mekhi Singleton,WFO
04-04-2022,W 15,Atq -398,Bo Cordova,WFO
04-04-2022,W 15,Atq -462,Jarvis Singh,WFO
04-04-2022,W 15,Atq -406,Thanos Thakur,WFO
04-04-2022,W 15,Atq -396,Joel Cruz,WFH
04-04-2022,W 15,Atq -411,Nevaeh Waller,WFH
04-04-2022,W 15,Atq -430,Maximus Mckenzie,WFH
04-04-2022,W 15,Atq -382,Gustavo Ritter,WFH
04-04-2022,W 15,Atq -393,Emma Freeman,WFH
04-04-2022,W 15,Atq -485,Gregory Carr,WFH
04-04-2022,W 15,Atq -331,Jonah Hamilton,WFH
04-04-2022,W 15,Atq -458,Jessie Carrillo,WFO
04-04-2022,W 15,Atq -400,Chad Macias,WFO
04-04-2022,W 15,Atq -437,Dallas Weeks,WFO
04-04-2022,W 15,Atq -372,Miley Combs,WFO
04-04-2022,W 15,Atq -369,Greta Horton,WFO
05-04-2022,W 15,Atq -374,Kaley Fitzpatrick,WFO
05-04-2022,W 15,Atq -470,Jovani Pope,WFO
05-04-2022,W 15,Atq -455,Caylee Meadows,WFO
05-04-2022,W 15,Atq -385,Finnegan Gilbert,WFO
05-04-2022,W 15,Atq -387,Konner Henson,WFO
05-04-2022,W 15,Atq -443,Andrew Cummings,WFO
05-04-2022,W 15,Atq -453,Nehemiah Diaz,WFO
05-04-2022,W 15,Atq -376,Dominique Benjamin,WFO
05-04-2022,W 15,Atq -418,Hillary Kirk,WFO
05-04-2022,W 15,Atq -373,Isiah Small,WFO
05-04-2022,W 15,Atq -408,Nick Orozco,WFO
05-04-2022,W 15,Atq -418,Marquis Wyatt,WFO
05-04-2022,W 15,Atq -414,Titus Andersen,WFO
05-04-2022,W 15,Atq -403,Will Mahoney,WFO
05-04-2022,W 15,Atq -367,Briley Orr,WFO
05-04-2022,W 15,Atq -452,Ayanna Atkins,WFO
05-04-2022,W 15,Atq -421,Rylee Mullins,WFO
05-04-2022,W 15,Atq -432,Ryann Guerrero,WFO
05-04-2022,W 15,Atq -484,Demarcus Gordon,WFO
05-04-2022,W 15,Atq -428,Ciara Allison,WFO
05-04-2022,W 15,Atq -467,Esperanza Irwin,WFO
05-04-2022,W 15,Atq -396,Karma Reeves,WFO
05-04-2022,W 15,Atq -472,Cristofer Bernard,WFO
05-04-2022,W 15,Atq -412,Tucker Austin,WFO
05-04-2022,W 15,Atq -398,Salvatore Hendrix,WFO
05-04-2022,W 15,Atq -484,Adyson Moyer,WFO
05-04-2022,W 15,Atq -385,Jase Ingram,WFO
05-04-2022,W 15,Atq -456,Adriel Pace,WFO
05-04-2022,W 15,Atq -375,Kenley Marsh,WFO
05-04-2022,W 15,Atq -475,London Kim,WFO
05-04-2022,W 15,Atq -426,Roman Colon,WFO
05-04-2022,W 15,Atq -435,Dean Mclaughlin,WFO
05-04-2022,W 15,Atq -348,Weston Horton,WFO
05-04-2022,W 15,Atq -468,Xiomara Ruiz,WFO
05-04-2022,W 15,Atq -368,Macie Callahan,WFO
05-04-2022,W 15,Atq -475,Rey Novak,WFO
05-04-2022,W 15,Atq -433,Jayce Fuentes,WFO
05-04-2022,W 15,Atq -370,Ella Roth,WFO
05-04-2022,W 15,Atq -423,Rodrigo Price,WFO
05-04-2022,W 15,Atq -438,Miles Fields,WFO
05-04-2022,W 15,Atq -349,Trystan Ortega,WFO
05-04-2022,W 15,Atq -459,Iris Woodard,WFO
05-04-2022,W 15,Atq -393,Janelle Raymond,WFO
05-04-2022,W 15,Atq -419,Faith Hamilton,WFO
05-04-2022,W 15,Atq -446,April Ayers,WFO
05-04-2022,W 15,Atq -334,Boston Morse,WFO
05-04-2022,W 15,Atq -343,Myla Klein,WFO
05-04-2022,W 15,Atq -335,Madelynn Gray,WFO
05-04-2022,W 15,Atq -440,Mckayla Parker,WFO
05-04-2022,W 15,Atq -405,Sofia Solis,WFO
05-04-2022,W 15,Atq -450,Miya Hampton,WFO
05-04-2022,W 15,Atq -467,Cason David,WFO
05-04-2022,W 15,Atq -419,Kaylah Schultz,WFO
05-04-2022,W 15,Atq -443,Lyric Bartlett,WFO
05-04-2022,W 15,Atq -335,Tori Shannon,WFO
05-04-2022,W 15,Atq -397,Grace Stone,WFO
05-04-2022,W 15,Atq -436,Phoenix Brady,WFO
05-04-2022,W 15,Atq -441,Loki Lal,WFO
05-04-2022,W 15,Atq -366,Peter Pandey,WFO
05-04-2022,W 15,Atq -438,Mekhi Singleton,WFO
05-04-2022,W 15,Atq -398,Bo Cordova,WFO
05-04-2022,W 15,Atq -411,Nevaeh Waller,WFO
05-04-2022,W 15,Atq -462,Jarvis Singh,WFO
05-04-2022,W 15,Atq -406,Thanos Thakur,WFO
05-04-2022,W 15,Atq -396,Joel Cruz,WFH
05-04-2022,W 15,Atq -375,Hailee Fitzpatrick,ML
05-04-2022,W 15,Atq -430,Maximus Mckenzie,WFH
05-04-2022,W 15,Atq -382,Gustavo Ritter,WFH
05-04-2022,W 15,Atq -393,Emma Freeman,WFH
05-04-2022,W 15,Atq -485,Gregory Carr,WFH
05-04-2022,W 15,Atq -405,Chris Frye,WFH
05-04-2022,W 15,Atq -331,Jonah Hamilton,WFH
05-04-2022,W 15,Atq -458,Jessie Carrillo,WFO
05-04-2022,W 15,Atq -437,Dallas Weeks,WFO
05-04-2022,W 15,Atq -372,Miley Combs,WFO
05-04-2022,W 15,Atq -369,Greta Horton,WFO
06-04-2022,W 15,Atq -455,Caylee Meadows,WFO
06-04-2022,W 15,Atq -385,Finnegan Gilbert,WFO
06-04-2022,W 15,Atq -387,Konner Henson,WFO
06-04-2022,W 15,Atq -443,Andrew Cummings,WFO
06-04-2022,W 15,Atq -453,Nehemiah Diaz,WFO
06-04-2022,W 15,Atq -376,Dominique Benjamin,WFO
06-04-2022,W 15,Atq -418,Hillary Kirk,WFO
06-04-2022,W 15,Atq -373,Isiah Small,WFO
06-04-2022,W 15,Atq -408,Nick Orozco,WFO
06-04-2022,W 15,Atq -418,Marquis Wyatt,WFO
06-04-2022,W 15,Atq -414,Titus Andersen,WFO
06-04-2022,W 15,Atq -403,Will Mahoney,WFO
06-04-2022,W 15,Atq -393,Emma Freeman,WFO
06-04-2022,W 15,Atq -367,Briley Orr,WFO
06-04-2022,W 15,Atq -452,Ayanna Atkins,WFO
06-04-2022,W 15,Atq -421,Rylee Mullins,WFO
06-04-2022,W 15,Atq -432,Ryann Guerrero,WFO
06-04-2022,W 15,Atq -484,Demarcus Gordon,WFO
06-04-2022,W 15,Atq -428,Ciara Allison,WFO
06-04-2022,W 15,Atq -467,Esperanza Irwin,WFO
06-04-2022,W 15,Atq -396,Karma Reeves,WFO
06-04-2022,W 15,Atq -472,Cristofer Bernard,WFO
06-04-2022,W 15,Atq -412,Tucker Austin,WFO
06-04-2022,W 15,Atq -398,Salvatore Hendrix,WFO
06-04-2022,W 15,Atq -484,Adyson Moyer,WFO
06-04-2022,W 15,Atq -385,Jase Ingram,WFO
06-04-2022,W 15,Atq -456,Adriel Pace,WFO
06-04-2022,W 15,Atq -375,Kenley Marsh,WFO
06-04-2022,W 15,Atq -475,London Kim,WFO
06-04-2022,W 15,Atq -405,Chris Frye,WFO
06-04-2022,W 15,Atq -426,Roman Colon,WFO
06-04-2022,W 15,Atq -435,Dean Mclaughlin,WFO
06-04-2022,W 15,Atq -348,Weston Horton,WFO
06-04-2022,W 15,Atq -468,Xiomara Ruiz,WFO
06-04-2022,W 15,Atq -368,Macie Callahan,WFO
06-04-2022,W 15,Atq -475,Rey Novak,WFO
06-04-2022,W 15,Atq -375,Hailee Fitzpatrick,WFO
06-04-2022,W 15,Atq -433,Jayce Fuentes,WFO
06-04-2022,W 15,Atq -423,Rodrigo Price,WFO
06-04-2022,W 15,Atq -438,Miles Fields,WFO
06-04-2022,W 15,Atq -349,Trystan Ortega,WFO
06-04-2022,W 15,Atq -459,Iris Woodard,WFO
06-04-2022,W 15,Atq -393,Janelle Raymond,WFO
06-04-2022,W 15,Atq -419,Faith Hamilton,WFO
06-04-2022,W 15,Atq -446,April Ayers,WFO
06-04-2022,W 15,Atq -334,Boston Morse,WFO
06-04-2022,W 15,Atq -343,Myla Klein,WFO
06-04-2022,W 15,Atq -335,Madelynn Gray,WFO
06-04-2022,W 15,Atq -440,Mckayla Parker,WFO
06-04-2022,W 15,Atq -405,Sofia Solis,WFO
06-04-2022,W 15,Atq -450,Miya Hampton,WFO
06-04-2022,W 15,Atq -467,Cason David,WFO
06-04-2022,W 15,Atq -419,Kaylah Schultz,WFO
06-04-2022,W 15,Atq -443,Lyric Bartlett,WFO
06-04-2022,W 15,Atq -335,Tori Shannon,WFO
06-04-2022,W 15,Atq -397,Grace Stone,WFO
06-04-2022,W 15,Atq -436,Phoenix Brady,WFO
06-04-2022,W 15,Atq -441,Loki Lal,WFO
06-04-2022,W 15,Atq -366,Peter Pandey,WFO
06-04-2022,W 15,Atq -438,Mekhi Singleton,WFO
06-04-2022,W 15,Atq -398,Bo Cordova,WFO
06-04-2022,W 15,Atq -411,Nevaeh Waller,WFO
06-04-2022,W 15,Atq -462,Jarvis Singh,WFO
06-04-2022,W 15,Atq -406,Thanos Thakur,WFO
06-04-2022,W 15,Atq -396,Joel Cruz,WFH
06-04-2022,W 15,Atq -331,Jonah Hamilton,PL
06-04-2022,W 15,Atq -404,Ana Little,PL
06-04-2022,W 15,Atq -430,Maximus Mckenzie,WFH
06-04-2022,W 15,Atq -382,Gustavo Ritter,WFH
06-04-2022,W 15,Atq -485,Gregory Carr,WFH
06-04-2022,W 15,Atq -400,Chad Macias,WFO
06-04-2022,W 15,Atq -437,Dallas Weeks,WFO
06-04-2022,W 15,Atq -372,Miley Combs,WFO
06-04-2022,W 15,Atq -369,Greta Horton,WFO
06-04-2022,W 15,Atq -374,Kaley Fitzpatrick,WFO
06-04-2022,W 15,Atq -470,Jovani Pope,WFO
07-04-2022,W 15,Atq -455,Caylee Meadows,WFO
07-04-2022,W 15,Atq -385,Finnegan Gilbert,WFO
07-04-2022,W 15,Atq -387,Konner Henson,WFO
07-04-2022,W 15,Atq -443,Andrew Cummings,WFO
07-04-2022,W 15,Atq -453,Nehemiah Diaz,WFO
07-04-2022,W 15,Atq -376,Dominique Benjamin,WFO
07-04-2022,W 15,Atq -373,Isiah Small,WFO
07-04-2022,W 15,Atq -408,Nick Orozco,WFO
07-04-2022,W 15,Atq -418,Marquis Wyatt,WFO
07-04-2022,W 15,Atq -414,Titus Andersen,WFO
07-04-2022,W 15,Atq -403,Will Mahoney,WFO
07-04-2022,W 15,Atq -393,Emma Freeman,WFO
